Trafikkregistreringspunkt;Navn;Vegreferanse;Fra;Til;År;Måned;Trafikkmengde;Konfidensintervall start;Konfidensintervall slutt;Dekningsgrad (%);Antall døgn total;Antall døgn inkludert;Antall døgn ugyldig;Ikke gyldig lengde;Lengdekvalitetsgrad (%);Felt;< 5,6m;>= 5,6m;5,6m - 7,6m;7,6m - 12,5m;12,5m - 16,0m;>= 16,0m;16,0m - 24,0m;>= 24,0m
47285V3050559;Kvaløyvegen;KV20600 S1D70 m1342;2023-01-01T00:00+01:00;2023-02-01T00:00+01:00;2023;1;2446;2288;2604;100,0;31;31;0;1;100,0;Totalt i retning Sjølund;2288;157;46;31;72;8;8;0
47285V3050559;Kvaløyvegen;KV20600 S1D70 m1342;2023-01-01T00:00+01:00;2023-02-01T00:00+01:00;2023;1;4843;4536;5150;100,0;31;31;0;2;100,0;Totalt;4502;339;113;62;141;23;23;0
47285V3050559;Kvaløyvegen;KV20600 S1D70 m1342;2023-02-01T00:00+01:00;2023-03-01T00:00+01:00;2023;2;2544;2386;2702;100,0;28;28;0;1;100,0;1;2378;164;46;32;78;8;8;0
47285V3050559;Kvaløyvegen;KV20600 S1D70 m1342;2023-02-01T00:00+01:00;2023-03-01T00:00+01:00;2023;2;2497;2350;2644;100,0;28;28;0;1;100,0;2;2305;191;70;33;72;16;16;0
47285V3050559;Kvaløyvegen;KV20600 S1D70 m1342;2023-02-01T00:00+01:00;2023-03-01T00:00+01:00;2023;2;2492;2346;2638;100,0;28;28;0;1;100,0;Totalt i retning Sorgenfri;2300;191;70;32;72;16;16;0
47285V3050559;Kvaløyvegen;KV20600 S1D70 m1342;2023-02-01T00:00+01:00;2023-03-01T00:00+01:00;2023;2;2549;2391;2707;100,0;28;28;0;1;100,0;Totalt i retning Sjølund;2383;165;46;33;78;8;8;0
47285V3050559;Kvaløyvegen;KV20600 S1D70 m1342;2023-02-01T00:00+01:00;2023-03-01T00:00+01:00;2023;2;5041;4737;5345;100,0;28;28;0;2;100,0;Totalt;4684;356;116;65;150;25;25;0
47285V3050559;Kvaløyvegen;KV20600 S1D70 m1342;2023-03-01T00:00+01:00;2023-04-01T00:00+02:00;2023;3;2632;2493;2771;100,0;31;31;0;2;99,9;1;2465;165;46;35;76;7;7;0
47285V3050559;Kvaløyvegen;KV20600 S1D70 m1342;2023-03-01T00:00+01:00;2023-04-01T00:00+02:00;2023;3;2577;2446;2708;100,0;31;31;0;1;100,0;2;2394;182;61;34;73;14;14;0
47285V3050559;Kvaløyvegen;KV20600 S1D70 m1342;2023-03-01T00:00+01:00;2023-04-01T00:00+02:00;2023;3;2574;2443;2705;100,0;31;31;0;1;100,0;Totalt i retning Sorgenfri;2391;182;61;34;73;14;14;0
47285V3050559;Kvaløyvegen;KV20600 S1D70 m1342;2023-03-01T00:00+01:00;2023-04-01T00:00+02:00;2023;3;2635;2496;2774;100,0;31;31;0;1;100,0;Totalt i retning Sjølund;2468;166;46;36;76;7;7;0
47285V3050559;Kvaløyvegen;KV20600 S1D70 m1342;2023-03-01T00:00+01:00;2023-04-01T00:00+02:00;2023;3;5209;4940;5478;100,0;31;31;0;3;99,9;Totalt;4859;348;107;70;150;21;21;0
47285V3050559;Kvaløyvegen;KV20600 S1D70 m1342;2023-04-01T00:00+02:00;2023-05-01T00:00+02:00;2023;4;2569;2336;2802;100,0;30;30;0;6;99,8;1;2421;142;40;28;69;5;5;0
47285V3050559;Kvaløyvegen;KV20600 S1D70 m1342;2023-04-01T00:00+02:00;2023-05-01T00:00+02:00;2023;4;2564;2339;2789;100,0;30;30;0;6;99,8;2;2396;162;61;25;62;14;14;0
47285V3050559;Kvaløyvegen;KV20600 S1D70 m1342;2023-04-01T00:00+02:00;2023-05-01T00:00+02:00;2023;4;2556;2332;2780;100,0;30;30;0;5;99,8;Totalt i retning Sorgenfri;2389;162;61;25;62;14;14;0
47285V3050559;Kvaløyvegen;KV20600 S1D70 m1342;2023-04-01T00:00+02:00;2023-05-01T00:00+02:00;2023;4;2577;2343;2811;100,0;30;30;0;7;99,7;Totalt i retning Sjølund;2428;142;40;28;69;5;5;0
47285V3050559;Kvaløyvegen;KV20600 S1D70 m1342;2023-04-01T00:00+02:00;2023-05-01T00:00+02:00;2023;4;5133;4675;5591;100,0;30;30;0;12;99,8;Totalt;4817;304;100;53;131;20;20;0
49212V1126027;Postterminalen;FV862 S1D30 m46;2023-01-01T00:00+01:00;2023-02-01T00:00+01:00;2023;1;5509;5135;5883;100,0;31;31;0;2;100,0;1;5212;295;44;76;171;4;4;0
49212V1126027;Postterminalen;FV862 S1D30 m46;2023-01-01T00:00+01:00;2023-02-01T00:00+01:00;2023;1;5087;4757;5417;100,0;31;31;0;61;98,8;2;4798;228;75;79;67;7;6;1
49212V1126027;Postterminalen;FV862 S1D30 m46;2023-01-01T00:00+01:00;2023-02-01T00:00+01:00;2023;1;680;611;749;100,0;31;31;0;1;99,9;4;553;127;11;13;102;1;1;0
49212V1126027;Postterminalen;FV862 S1D30 m46;2023-01-01T00:00+01:00;2023-02-01T00:00+01:00;2023;1;5508;5134;5882;100,0;31;31;0;2;100,0;Totalt i retning LANGNESBAKKEN;5211;295;44;76;171;4;4;0
49212V1126027;Postterminalen;FV862 S1D30 m46;2023-01-01T00:00+01:00;2023-02-01T00:00+01:00;2023;1;5768;5371;6165;100,0;31;31;0;61;98,9;Totalt i retning GIÆVERBUKTA;5352;355;87;92;169;8;7;1
49212V1126027;Postterminalen;FV862 S1D30 m46;2023-01-01T00:00+01:00;2023-02-01T00:00+01:00;2023;1;11276;10506;12046;100,0;31;31;0;63;99,4;Totalt;10563;650;130;168;341;11;10;1
49212V1126027;Postterminalen;FV862 S1D30 m46;2023-02-01T00:00+01:00;2023-03-01T00:00+01:00;2023;2;5782;5407;6157;100,0;28;28;0;2;100,0;1;5472;308;53;72;179;4;4;0
49212V1126027;Postterminalen;FV862 S1D30 m46;2023-02-01T00:00+01:00;2023-03-01T00:00+01:00;2023;2;5326;4971;5681;100,0;28;28;0;97;98,2;2;4993;236;79;76;72;9;8;1
49212V1126027;Postterminalen;FV862 S1D30 m46;2023-02-01T00:00+01:00;2023-03-01T00:00+01:00;2023;2;692;633;751;100,0;28;28;0;1;99,9;4;563;128;11;14;103;1;1;0
49212V1126027;Postterminalen;FV862 S1D30 m46;2023-02-01T00:00+01:00;2023-03-01T00:00+01:00;2023;2;5780;5405;6155;100,0;28;28;0;1;100,0;Totalt i retning LANGNESBAKKEN;5471;308;52;72;179;4;4;0
49212V1126027;Postterminalen;FV862 S1D30 m46;2023-02-01T00:00+01:00;2023-03-01T00:00+01:00;2023;2;6020;5621;6419;100,0;28;28;0;98;98,4;Totalt i retning GIÆVERBUKTA;5557;365;90;90;175;10;9;1
49212V1126027;Postterminalen;FV862 S1D30 m46;2023-02-01T00:00+01:00;2023-03-01T00:00+01:00;2023;2;11800;11030;12570;100,0;28;28;0;100;99,2;Totalt;11028;672;143;162;354;14;13;1
49212V1126027;Postterminalen;FV862 S1D30 m46;2023-03-01T00:00+01:00;2023-04-01T00:00+02:00;2023;3;5913;5577;6249;100,0;31;31;0;2;100,0;1;5533;378;84;102;188;4;4;0
49212V1126027;Postterminalen;FV862 S1D30 m46;2023-03-01T00:00+01:00;2023-04-01T00:00+02:00;2023;3;5505;5192;5818;100,0;31;31;0;90;98,4;2;5156;259;80;92;80;8;7;1
49212V1126027;Postterminalen;FV862 S1D30 m46;2023-03-01T00:00+01:00;2023-04-01T00:00+02:00;2023;3;648;594;702;100,0;31;31;0;2;99,7;4;528;118;8;14;95;1;1;0
49212V1126027;Postterminalen;FV862 S1D30 m46;2023-03-01T00:00+01:00;2023-04-01T00:00+02:00;2023;3;5914;5578;6250;100,0;31;31;0;3;99,9;Totalt i retning LANGNESBAKKEN;5533;378;84;102;188;4;4;0
49212V1126027;Postterminalen;FV862 S1D30 m46;2023-03-01T00:00+01:00;2023-04-01T00:00+02:00;2023;3;6153;5796;6510;100,0;31;31;0;92;98,5;Totalt i retning GIÆVERBUKTA;5684;377;88;105;175;9;8;1
49212V1126027;Postterminalen;FV862 S1D30 m46;2023-03-01T00:00+01:00;2023-04-01T00:00+02:00;2023;3;12066;11374;12758;100,0;31;31;0;94;99,2;Totalt;11217;756;172;208;363;13;12;1
49212V1126027;Postterminalen;FV862 S1D30 m46;2023-04-01T00:00+02:00;2023-05-01T00:00+02:00;2023;4;5328;4823;5833;100,0;30;30;0;1;100,0;1;5084;243;37;48;155;3;3;0
49212V1126027;Postterminalen;FV862 S1D30 m46;2023-04-01T00:00+02:00;2023-05-01T00:00+02:00;2023;4;5336;4807;5865;100,0;30;30;0;62;98,8;2;5068;205;64;66;67;8;7;1
49212V1126027;Postterminalen;FV862 S1D30 m46;2023-04-01T00:00+02:00;2023-05-01T00:00+02:00;2023;4;518;440;596;100,0;30;30;0;1;99,8;4;411;106;7;8;91;0;0;0
49212V1126027;Postterminalen;FV862 S1D30 m46;2023-04-01T00:00+02:00;2023-05-01T00:00+02:00;2023;4;5327;4822;5832;100,0;30;30;0;1;100,0;Totalt i retning LANGNESBAKKEN;5083;243;37;48;155;3;3;0
49212V1126027;Postterminalen;FV862 S1D30 m46;2023-04-01T00:00+02:00;2023-05-01T00:00+02:00;2023;4;5855;5252;6458;100,0;30;30;0;63;98,9;Totalt i retning GIÆVERBUKTA;5480;312;71;73;159;9;8;1
49212V1126027;Postterminalen;FV862 S1D30 m46;2023-04-01T00:00+02:00;2023-05-01T00:00+02:00;2023;4;11182;10080;12284;100,0;30;30;0;64;99,4;Totalt;10563;555;108;121;313;12;11;1
52043V1664653;Langnestunnelen;FV862 S1D20 m897;2023-01-01T00:00+01:00;2023-02-01T00:00+01:00;2023;1;6649;6242;7056;100,0;31;31;0;2;100,0;1;6178;468;174;132;138;24;22;2
52043V1664653;Langnestunnelen;FV862 S1D20 m897;2023-01-01T00:00+01:00;2023-02-01T00:00+01:00;2023;1;6767;6299;7235;100,0;31;31;0;1;100,0;2;6265;500;205;142;138;16;15;1
52043V1664653;Langnestunnelen;FV862 S1D20 m897;2023-01-01T00:00+01:00;2023-02-01T00:00+01:00;2023;1;6767;6299;7235;100,0;31;31;0;1;100,0;Totalt i retning Sentrum;6266;500;205;142;138;16;15;1
52043V1664653;Langnestunnelen;FV862 S1D20 m897;2023-01-01T00:00+01:00;2023-02-01T00:00+01:00;2023;1;6648;6241;7055;100,0;31;31;0;2;100,0;Totalt i retning Langnes;6178;468;174;132;138;24;22;2
52043V1664653;Langnestunnelen;FV862 S1D20 m897;2023-01-01T00:00+01:00;2023-02-01T00:00+01:00;2023;1;13416;12542;14290;100,0;31;31;0;4;100,0;Totalt;12444;968;379;274;276;40;37;3
52043V1664653;Langnestunnelen;FV862 S1D20 m897;2023-02-01T00:00+01:00;2023-03-01T00:00+01:00;2023;2;6971;6574;7368;100,0;28;28;0;4;99,9;1;6481;486;189;130;142;26;24;2
52043V1664653;Langnestunnelen;FV862 S1D20 m897;2023-02-01T00:00+01:00;2023-03-01T00:00+01:00;2023;2;7124;6681;7567;100,0;28;28;0;2;100,0;2;6611;511;216;136;140;19;19;0
52043V1664653;Langnestunnelen;FV862 S1D20 m897;2023-02-01T00:00+01:00;2023-03-01T00:00+01:00;2023;2;7124;6681;7567;100,0;28;28;0;1;100,0;Totalt i retning Sentrum;6611;512;216;136;140;20;19;1
52043V1664653;Langnestunnelen;FV862 S1D20 m897;2023-02-01T00:00+01:00;2023-03-01T00:00+01:00;2023;2;6970;6573;7367;100,0;28;28;0;3;100,0;Totalt i retning Langnes;6480;486;189;130;142;26;24;2
52043V1664653;Langnestunnelen;FV862 S1D20 m897;2023-02-01T00:00+01:00;2023-03-01T00:00+01:00;2023;2;14094;13255;14933;100,0;28;28;0;5;100,0;Totalt;13091;998;405;266;282;44;42;2
52043V1664653;Langnestunnelen;FV862 S1D20 m897;2023-03-01T00:00+01:00;2023-04-01T00:00+02:00;2023;3;7218;6840;7596;100,0;31;31;0;1;100,0;1;6693;524;192;155;145;32;30;2
52043V1664653;Langnestunnelen;FV862 S1D20 m897;2023-03-01T00:00+01:00;2023-04-01T00:00+02:00;2023;3;7335;6913;7757;100,0;31;31;0;1;100,0;2;6796;538;216;160;143;19;18;1
52043V1664653;Langnestunnelen;FV862 S1D20 m897;2023-03-01T00:00+01:00;2023-04-01T00:00+02:00;2023;3;7335;6913;7757;100,0;31;31;0;0;100,0;Totalt i retning Sentrum;6797;538;216;160;143;19;18;1
52043V1664653;Langnestunnelen;FV862 S1D20 m897;2023-03-01T00:00+01:00;2023-04-01T00:00+02:00;2023;3;7217;6839;7595;100,0;31;31;0;1;100,0;Totalt i retning Langnes;6692;524;192;155;145;32;30;2
52043V1664653;Langnestunnelen;FV862 S1D20 m897;2023-03-01T00:00+01:00;2023-04-01T00:00+02:00;2023;3;14552;13753;15351;100,0;31;31;0;1;100,0;Totalt;13489;1062;408;315;288;50;47;3
52043V1664653;Langnestunnelen;FV862 S1D20 m897;2023-04-01T00:00+02:00;2023-05-01T00:00+02:00;2023;4;6229;5651;6807;100,0;30;30;0;1;100,0;1;5873;355;125;96;113;21;20;1
52043V1664653;Langnestunnelen;FV862 S1D20 m897;2023-04-01T00:00+02:00;2023-05-01T00:00+02:00;2023;4;6308;5673;6943;100,0;30;30;0;0;100,0;2;5913;395;166;101;113;15;15;0
52043V1664653;Langnestunnelen;FV862 S1D20 m897;2023-04-01T00:00+02:00;2023-05-01T00:00+02:00;2023;4;6308;5674;6942;100,0;30;30;0;0;100,0;Totalt i retning Sentrum;5913;395;166;101;113;15;15;0
52043V1664653;Langnestunnelen;FV862 S1D20 m897;2023-04-01T00:00+02:00;2023-05-01T00:00+02:00;2023;4;6229;5651;6807;100,0;30;30;0;1;100,0;Totalt i retning Langnes;5873;355;125;96;113;21;20;1
52043V1664653;Langnestunnelen;FV862 S1D20 m897;2023-04-01T00:00+02:00;2023-05-01T00:00+02:00;2023;4;12537;11327;13747;100,0;30;30;0;1;100,0;Totalt;11786;750;292;197;226;35;34;1
55092V1125799;Breivika;EV8 S2D1 m207;2023-01-01T00:00+01:00;2023-02-01T00:00+01:00;2023;1;2178;1925;2431;100,0;31;31;0;1;100,0;1;2114;63;27;26;3;6;6;0
55092V1125799;Breivika;EV8 S2D1 m207;2023-01-01T00:00+01:00;2023-02-01T00:00+01:00;2023;1;3973;3581;4365;100,0;31;31;0;0;100,0;2;3739;234;70;108;50;6;6;0
55092V1125799;Breivika;EV8 S2D1 m207;2023-01-01T00:00+01:00;2023-02-01T00:00+01:00;2023;1;7426;6652;8200;100,0;31;31;0;2;100,0;3;6492;932;300;333;241;58;56;2
55092V1125799;Breivika;EV8 S2D1 m207;2023-01-01T00:00+01:00;2023-02-01T00:00+01:00;2023;1;5401;4786;6016;100,0;31;31;0;0;100,0;4;4591;810;371;259;153;27;25;2
55092V1125799;Breivika;EV8 S2D1 m207;2023-01-01T00:00+01:00;2023-02-01T00:00+01:00;2023;1;9603;8579;10627;100,0;31;31;0;1;100,0;Totalt i retning RITØ;8606;996;327;359;244;66;63;3
55092V1125799;Breivika;EV8 S2D1 m207;2023-01-01T00:00+01:00;2023-02-01T00:00+01:00;2023;1;9374;8373;10375;100,0;31;31;0;0;100,0;Totalt i retning Breivikatunnelen;8330;1043;441;367;202;33;31;2
55092V1125799;Breivika;EV8 S2D1 m207;2023-01-01T00:00+01:00;2023-02-01T00:00+01:00;2023;1;18977;16953;21001;100,0;31;31;0;2;100,0;Totalt;16936;2039;768;726;447;99;94;5
55092V1125799;Breivika;EV8 S2D1 m207;2023-02-01T00:00+01:00;2023-03-01T00:00+01:00;2023;2;2267;2025;2509;100,0;28;28;0;0;100,0;1;2198;69;29;29;5;5;5;0
55092V1125799;Breivika;EV8 S2D1 m207;2023-02-01T00:00+01:00;2023-03-01T00:00+01:00;2023;2;4121;3718;4524;100,0;28;28;0;1;100,0;2;3882;238;73;110;49;5;5;0
55092V1125799;Breivika;EV8 S2D1 m207;2023-02-01T00:00+01:00;2023-03-01T00:00+01:00;2023;2;7724;6894;8554;100,0;28;28;0;2;100,0;3;6793;929;302;316;250;61;58;3
55092V1125799;Breivika;EV8 S2D1 m207;2023-02-01T00:00+01:00;2023-03-01T00:00+01:00;2023;2;5802;5123;6481;100,0;28;28;0;0;100,0;4;4954;848;393;255;169;31;29;2
55092V1125799;Breivika;EV8 S2D1 m207;2023-02-01T00:00+01:00;2023-03-01T00:00+01:00;2023;2;9991;8930;11052;100,0;28;28;0;2;100,0;Totalt i retning RITØ;8991;998;330;346;255;67;64;3
55092V1125799;Breivika;EV8 S2D1 m207;2023-02-01T00:00+01:00;2023-03-01T00:00+01:00;2023;2;9923;8855;10991;100,0;28;28;0;1;100,0;Totalt i retning Breivikatunnelen;8836;1086;466;365;218;36;34;2
55092V1125799;Breivika;EV8 S2D1 m207;2023-02-01T00:00+01:00;2023-03-01T00:00+01:00;2023;2;19914;17793;22035;100,0;28;28;0;3;100,0;Totalt;17828;2083;797;711;473;103;98;5
55092V1125799;Breivika;EV8 S2D1 m207;2023-03-01T00:00+01:00;2023-04-01T00:00+02:00;2023;3;2324;2076;2572;100,0;31;31;0;0;100,0;1;2252;72;30;28;8;6;6;0
55092V1125799;Breivika;EV8 S2D1 m207;2023-03-01T00:00+01:00;2023-04-01T00:00+02:00;2023;3;4102;3732;4472;100,0;31;31;0;0;100,0;2;3849;252;73;124;50;5;5;0
55092V1125799;Breivika;EV8 S2D1 m207;2023-03-01T00:00+01:00;2023-04-01T00:00+02:00;2023;3;7930;7187;8673;100,0;31;31;0;3;100,0;3;7005;921;254;345;268;54;52;2
55092V1125799;Breivika;EV8 S2D1 m207;2023-03-01T00:00+01:00;2023-04-01T00:00+02:00;2023;3;5872;5279;6465;100,0;31;31;0;0;100,0;4;4973;899;395;291;182;30;28;2
55092V1125799;Breivika;EV8 S2D1 m207;2023-03-01T00:00+01:00;2023-04-01T00:00+02:00;2023;3;10254;9269;11239;100,0;31;31;0;3;100,0;Totalt i retning RITØ;9257;994;284;373;276;60;58;2
55092V1125799;Breivika;EV8 S2D1 m207;2023-03-01T00:00+01:00;2023-04-01T00:00+02:00;2023;3;9974;9018;10930;100,0;31;31;0;1;100,0;Totalt i retning Breivikatunnelen;8822;1151;468;415;232;35;33;2
55092V1125799;Breivika;EV8 S2D1 m207;2023-03-01T00:00+01:00;2023-04-01T00:00+02:00;2023;3;20228;18288;22168;100,0;31;31;0;4;100,0;Totalt;18079;2145;752;788;508;97;92;5
55092V1125799;Breivika;EV8 S2D1 m207;2023-04-01T00:00+02:00;2023-05-01T00:00+02:00;2023;4;1965;1657;2273;100,0;30;30;0;0;100,0;1;1915;50;21;20;5;4;4;0
55092V1125799;Breivika;EV8 S2D1 m207;2023-04-01T00:00+02:00;2023-05-01T00:00+02:00;2023;4;3903;3342;4464;100,0;30;30;0;1;100,0;2;3688;215;58;105;45;6;6;0
55092V1125799;Breivika;EV8 S2D1 m207;2023-04-01T00:00+02:00;2023-05-01T00:00+02:00;2023;4;7126;6087;8165;100,0;30;30;0;1;100,0;3;6362;763;237;275;200;51;48;3
55092V1125799;Breivika;EV8 S2D1 m207;2023-04-01T00:00+02:00;2023-05-01T00:00+02:00;2023;4;4965;4204;5726;100,0;30;30;0;0;100,0;4;4308;658;320;194;123;20;19;1
55092V1125799;Breivika;EV8 S2D1 m207;2023-04-01T00:00+02:00;2023-05-01T00:00+02:00;2023;4;9091;7745;10437;100,0;30;30;0;1;100,0;Totalt i retning RITØ;8277;813;258;295;204;55;52;3
55092V1125799;Breivika;EV8 S2D1 m207;2023-04-01T00:00+02:00;2023-05-01T00:00+02:00;2023;4;8868;7549;10187;100,0;30;30;0;1;100,0;Totalt i retning Breivikatunnelen;7995;872;378;300;168;26;24;2
55092V1125799;Breivika;EV8 S2D1 m207;2023-04-01T00:00+02:00;2023-05-01T00:00+02:00;2023;4;17959;15295;20623;100,0;30;30;0;1;100,0;Totalt;16272;1685;636;595;373;80;76;4
64888V1125917;Fartstavle Tverrforbindelsen;EV8 S1D1 m2385;2023-01-01T00:00+01:00;2023-02-01T00:00+01:00;2023;1;5921;5356;6486;100,0;31;31;0;0;100,0;1;5467;454;167;145;105;36;34;2
64888V1125917;Fartstavle Tverrforbindelsen;EV8 S1D1 m2385;2023-01-01T00:00+01:00;2023-02-01T00:00+01:00;2023;1;6066;5469;6663;100,0;31;31;0;0;100,0;2;5680;386;119;137;105;25;25;0
64888V1125917;Fartstavle Tverrforbindelsen;EV8 S1D1 m2385;2023-01-01T00:00+01:00;2023-02-01T00:00+01:00;2023;1;5921;5356;6486;100,0;31;31;0;0;100,0;Totalt i retning Sentrum;5467;454;167;145;105;36;34;2
64888V1125917;Fartstavle Tverrforbindelsen;EV8 S1D1 m2385;2023-01-01T00:00+01:00;2023-02-01T00:00+01:00;2023;1;6066;5469;6663;100,0;31;31;0;0;100,0;Totalt i retning Kvaløya;5680;386;119;137;105;25;25;0
64888V1125917;Fartstavle Tverrforbindelsen;EV8 S1D1 m2385;2023-01-01T00:00+01:00;2023-02-01T00:00+01:00;2023;1;11987;10826;13148;100,0;31;31;0;0;100,0;Totalt;11147;840;286;282;210;61;59;2
64888V1125917;Fartstavle Tverrforbindelsen;EV8 S1D1 m2385;2023-02-01T00:00+01:00;2023-03-01T00:00+01:00;2023;2;6100;5501;6699;100,0;28;28;0;6;99,9;1;5620;474;185;149;103;37;35;2
64888V1125917;Fartstavle Tverrforbindelsen;EV8 S1D1 m2385;2023-02-01T00:00+01:00;2023-03-01T00:00+01:00;2023;2;6289;5658;6920;100,0;28;28;0;2;100,0;2;5891;396;124;140;104;29;28;1
64888V1125917;Fartstavle Tverrforbindelsen;EV8 S1D1 m2385;2023-02-01T00:00+01:00;2023-03-01T00:00+01:00;2023;2;6101;5502;6700;100,0;28;28;0;6;99,9;Totalt i retning Sentrum;5621;474;185;149;103;37;35;2
64888V1125917;Fartstavle Tverrforbindelsen;EV8 S1D1 m2385;2023-02-01T00:00+01:00;2023-03-01T00:00+01:00;2023;2;6289;5658;6920;100,0;28;28;0;3;100,0;Totalt i retning Kvaløya;5890;396;124;140;104;29;28;1
64888V1125917;Fartstavle Tverrforbindelsen;EV8 S1D1 m2385;2023-02-01T00:00+01:00;2023-03-01T00:00+01:00;2023;2;12389;11160;13618;100,0;28;28;0;8;99,9;Totalt;11511;870;309;289;207;65;62;3
64888V1125917;Fartstavle Tverrforbindelsen;EV8 S1D1 m2385;2023-03-01T00:00+01:00;2023-04-01T00:00+02:00;2023;3;6140;5578;6702;100,0;31;31;0;1;100,0;1;5645;494;170;177;108;39;37;2
64888V1125917;Fartstavle Tverrforbindelsen;EV8 S1D1 m2385;2023-03-01T00:00+01:00;2023-04-01T00:00+02:00;2023;3;6272;5686;6858;100,0;31;31;0;0;100,0;2;5851;421;123;166;106;26;25;1
64888V1125917;Fartstavle Tverrforbindelsen;EV8 S1D1 m2385;2023-03-01T00:00+01:00;2023-04-01T00:00+02:00;2023;3;6140;5578;6702;100,0;31;31;0;1;100,0;Totalt i retning Sentrum;5645;494;170;177;108;39;37;2
64888V1125917;Fartstavle Tverrforbindelsen;EV8 S1D1 m2385;2023-03-01T00:00+01:00;2023-04-01T00:00+02:00;2023;3;6272;5686;6858;100,0;31;31;0;0;100,0;Totalt i retning Kvaløya;5851;421;123;167;106;26;25;1
64888V1125917;Fartstavle Tverrforbindelsen;EV8 S1D1 m2385;2023-03-01T00:00+01:00;2023-04-01T00:00+02:00;2023;3;12412;11265;13559;100,0;31;31;0;1;100,0;Totalt;11496;916;293;343;214;66;63;3
64888V1125917;Fartstavle Tverrforbindelsen;EV8 S1D1 m2385;2023-04-01T00:00+02:00;2023-05-01T00:00+02:00;2023;4;5737;4915;6559;100,0;30;30;0;0;100,0;1;5325;412;146;137;96;33;31;2
64888V1125917;Fartstavle Tverrforbindelsen;EV8 S1D1 m2385;2023-04-01T00:00+02:00;2023-05-01T00:00+02:00;2023;4;5895;5019;6771;100,0;30;30;0;0;100,0;2;5537;358;106;129;97;27;25;2
64888V1125917;Fartstavle Tverrforbindelsen;EV8 S1D1 m2385;2023-04-01T00:00+02:00;2023-05-01T00:00+02:00;2023;4;5738;4916;6560;100,0;30;30;0;0;100,0;Totalt i retning Sentrum;5325;412;146;137;96;33;31;2
64888V1125917;Fartstavle Tverrforbindelsen;EV8 S1D1 m2385;2023-04-01T00:00+02:00;2023-05-01T00:00+02:00;2023;4;5894;5018;6770;100,0;30;30;0;0;100,0;Totalt i retning Kvaløya;5536;358;106;129;97;27;25;2
64888V1125917;Fartstavle Tverrforbindelsen;EV8 S1D1 m2385;2023-04-01T00:00+02:00;2023-05-01T00:00+02:00;2023;4;11632;9935;13329;100,0;30;30;0;0;100,0;Totalt;10861;770;252;266;193;59;55;4
71291V1125935;Sentrumstangenten;FV862 S1D10 m791;2023-01-01T00:00+01:00;2023-02-01T00:00+01:00;2023;1;4628;4197;5059;100,0;31;31;0;1;100,0;1;4310;317;99;96;114;8;8;0
71291V1125935;Sentrumstangenten;FV862 S1D10 m791;2023-01-01T00:00+01:00;2023-02-01T00:00+01:00;2023;1;4441;4050;4832;100,0;31;31;0;1;100,0;2;4036;404;163;109;123;9;9;0
71291V1125935;Sentrumstangenten;FV862 S1D10 m791;2023-01-01T00:00+01:00;2023-02-01T00:00+01:00;2023;1;4441;4050;4832;100,0;31;31;0;1;100,0;Totalt i retning Langnestunnelen;4036;404;163;109;123;9;9;0
71291V1125935;Sentrumstangenten;FV862 S1D10 m791;2023-01-01T00:00+01:00;2023-02-01T00:00+01:00;2023;1;4628;4197;5059;100,0;31;31;0;1;100,0;Totalt i retning Fylkeshuset;4310;317;99;97;114;8;8;0
71291V1125935;Sentrumstangenten;FV862 S1D10 m791;2023-01-01T00:00+01:00;2023-02-01T00:00+01:00;2023;1;9068;8246;9890;100,0;31;31;0;0;100,0;Totalt;8346;722;262;206;237;17;17;0
71291V1125935;Sentrumstangenten;FV862 S1D10 m791;2023-02-01T00:00+01:00;2023-03-01T00:00+01:00;2023;2;4838;4435;5241;100,0;28;28;0;0;100,0;1;4518;320;97;98;117;9;9;0
71291V1125935;Sentrumstangenten;FV862 S1D10 m791;2023-02-01T00:00+01:00;2023-03-01T00:00+01:00;2023;2;4663;4281;5045;100,0;28;28;0;0;100,0;2;4243;420;174;109;127;10;10;0
71291V1125935;Sentrumstangenten;FV862 S1D10 m791;2023-02-01T00:00+01:00;2023-03-01T00:00+01:00;2023;2;4663;4281;5045;100,0;28;28;0;0;100,0;Totalt i retning Langnestunnelen;4243;420;174;109;127;10;10;0
71291V1125935;Sentrumstangenten;FV862 S1D10 m791;2023-02-01T00:00+01:00;2023-03-01T00:00+01:00;2023;2;4838;4435;5241;100,0;28;28;0;0;100,0;Totalt i retning Fylkeshuset;4518;320;97;98;117;9;9;0
71291V1125935;Sentrumstangenten;FV862 S1D10 m791;2023-02-01T00:00+01:00;2023-03-01T00:00+01:00;2023;2;9501;8717;10285;100,0;28;28;0;1;100,0;Totalt;8761;740;270;207;244;18;18;0
71291V1125935;Sentrumstangenten;FV862 S1D10 m791;2023-03-01T00:00+01:00;2023-04-01T00:00+02:00;2023;3;4924;4530;5318;100,0;31;31;0;1;100,0;1;4592;332;103;96;126;7;7;0
71291V1125935;Sentrumstangenten;FV862 S1D10 m791;2023-03-01T00:00+01:00;2023-04-01T00:00+02:00;2023;3;4729;4359;5099;100,0;31;31;0;1;100,0;2;4289;439;185;115;132;8;8;0
71291V1125935;Sentrumstangenten;FV862 S1D10 m791;2023-03-01T00:00+01:00;2023-04-01T00:00+02:00;2023;3;4729;4359;5099;100,0;31;31;0;1;100,0;Totalt i retning Langnestunnelen;4289;439;185;115;132;8;8;0
